kepid,kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_steff,koi_slogg,koi_srad,label
7907423,K00899.03,CONFIRMED,15.36845737,2.4714,756.1,1.11,30.9,3561.0,4.855,0.411,planet_transit
7938496,K00900.01,CONFIRMED,13.81020318,3.048,1309.7,4.56,46.2,5942.0,4.327,1.142,planet_transit
8490993,K00911.01,CONFIRMED,4.093578461,2.5833,538.6,2.85,36.4,6077.0,4.471,0.999,planet_transit
8490993,K00911.02,CONFIRMED,105.145959,8.593,685.4,3.43,15.4,6077.0,4.471,0.999,planet_transit
8505670,K00912.01,CONFIRMED,10.8484518,2.9993,1675.6,2.34,64.5,4201.0,4.682,0.591,planet_transit
8505670,K00912.02,CONFIRMED,6.66833241,1.915,362.3,1.18,14.2,4201.0,4.682,0.591,planet_transit
8544996,K00913.01,CONFIRMED,4.082274889,3.23015,17859.2,10.55,1669.1,5655.0,4.581,0.794,planet_transit
8150320,K00904.03,CONFIRMED,42.1406089,5.083,895.5,1.85,21.6,4500.0,4.656,0.646,planet_transit
8150320,K00904.04,CONFIRMED,4.617490562,2.2618,575.8,1.62,28.1,4500.0,4.656,0.646,planet_transit
8150320,K00904.05,CONFIRMED,10.19849255,2.4283,634.1,1.75,21.4,4500.0,4.656,0.646,planet_transit
8180063,K00905.01,FALSE POSITIVE,5.795063956,3.2496,1692.9,4.33,119.4,5865.0,4.563,0.827,false_positive
8226994,K00906.01,CONFIRMED,7.15681552,2.5882,867.0,2.47,47.7,5029.0,4.494,0.838,planet_transit
8226994,K00906.02,CONFIRMED,17.64830851,2.0873,763.3,2.43,23.8,5029.0,4.494,0.838,planet_transit
8226994,K00906.03,CONFIRMED,4.14810719,2.535,175.2,1.08,12.9,5029.0,4.494,0.838,planet_transit
8247638,K00907.01,CONFIRMED,16.51410989,4.1575,973.5,2.72,55.9,5527.0,4.488,0.866,planet_transit
8247638,K00907.02,CONFIRMED,30.1329298,5.172,1015.8,3.14,44.8,5527.0,4.488,0.866,planet_transit
8247638,K00907.03,CONFIRMED,4.79090809,2.603,251.3,1.36,21.2,5527.0,4.488,0.866,planet_transit
11086270,K00124.02,CONFIRMED,31.71981013,4.819,363.4,3.09,63.1,5869.0,4.024,1.626,planet_transit
8247638,K00907.04,CONFIRMED,99.6415962,4.448,952.5,2.64,22.7,5527.0,4.488,0.866,planet_transit
8255887,K00908.01,CONFIRMED,4.708326451,3.16114,7912.7,10.6,633.4,5560.0,4.246,1.21,planet_transit
8256049,K00909.01,FALSE POSITIVE,16.37198661,3.8449,4147.6,540.37,54.5,4187.0,4.656,0.592,false_positive
8414716,K00910.01,CONFIRMED,5.392026903,2.9804,1151.4,2.68,77.4,5198.0,4.589,0.801,planet_transit
9141746,K00929.01,CONFIRMED,6.491682808,4.301,7163.3,9.66,502.3,6123.0,4.413,1.107,planet_transit
9159275,K00930.01,FALSE POSITIVE,3.044770796,10.0134,1695.0,24.54,203.5,5525.0,4.603,0.753,false_positive
9166862,K00931.01,CONFIRMED,3.855603916,3.2179,16652.7,13.61,1173.9,6033.0,4.46,1.046,planet_transit
9166870,K00932.01,FALSE POSITIVE,3.855599139,3.183,1030.9,3.57,90.1,5936.0,4.501,0.965,false_positive
11449844,K00125.01,CONFIRMED,38.47876629,5.04169,23530.0,13.26,1077.8,5510.0,4.539,0.879,planet_transit
8605074,K00915.01,FALSE POSITIVE,37.601661282,8.30604,59130.1,27.22,1667.3,6140.0,4.354,1.096,false_positive
8628973,K00916.01,CONFIRMED,3.314947362,1.8007,1398.2,3.94,123.5,5609.0,4.481,0.944,planet_transit
8655354,K00917.01,FALSE POSITIVE,6.71969089,3.0231,969.7,4.37,45.4,5931.0,4.479,0.866,false_positive
8672910,K00918.01,CONFIRMED,39.6431552,6.5292,15663.8,10.98,690.3,5231.0,4.455,0.9,planet_transit
8686150,K00919.01,FALSE POSITIVE,51.42598578,16.9422,66067.7,29.66,1843.8,6257.0,4.41,1.147,false_positive
8689031,K00920.01,CONFIRMED,21.80451611,3.4097,1144.9,2.6,49.9,5481.0,4.629,0.708,planet_transit
8689373,K00921.01,CONFIRMED,10.28194593,3.4366,1110.7,2.53,55.0,5196.0,4.593,0.775,planet_transit
8689373,K00921.02,CONFIRMED,18.11993039,4.2309,1506.9,2.95,60.7,5196.0,4.593,0.775,planet_transit
8689373,K00921.03,CONFIRMED,3.78402867,1.9012,426.1,1.7,25.6,5196.0,4.593,0.775,planet_transit
8826878,K00922.01,CONFIRMED,5.15448142,3.228,697.5,2.94,48.1,5431.0,4.457,0.884,planet_transit
5897826,K00126.01,FALSE POSITIVE,33.80364366,11.4813,13494.4,20.7,529.9,5855.0,3.999,1.796,false_positive
8883593,K00923.01,CONFIRMED,5.743469797,3.4412,1240.2,3.13,79.7,5897.0,4.531,0.891,planet_transit
9016295,K00925.01,FALSE POSITIVE,19.974485239,4.23479,40293.1,26.56,1398.8,6108.0,4.471,0.997,false_positive
9077124,K00926.01,CONFIRMED,3.166353562,3.3129,1473.4,3.82,128.3,6007.0,4.47,0.998,planet_transit
9097120,K00927.01,FALSE POSITIVE,23.899634407,3.81881,20953.1,44.04,547.8,6192.0,4.503,0.924,false_positive
9466668,K00939.01,CONFIRMED,3.388012244,2.6849,280.1,2.11,30.6,5553.0,4.221,1.25,planet_transit
9466668,K00939.02,CONFIRMED,5.83909761,3.1915,273.6,2.06,25.2,5553.0,4.221,1.25,planet_transit
9466668,K00939.03,CONFIRMED,1.620467654,2.1888,159.6,1.57,22.7,5553.0,4.221,1.25,planet_transit
9466668,K00939.04,CONFIRMED,10.6816951,3.605,307.8,2.3,21.9,5553.0,4.221,1.25,planet_transit
9479273,K00940.01,CONFIRMED,6.104849417,4.6912,2090.3,3.18,293.7,5085.0,4.584,0.712,planet_transit
8359498,K00127.01,CONFIRMED,3.578780566,2.91089,11382.2,10.43,1838.4,5524.0,4.421,0.994,planet_transit
9171801,K00933.01,FALSE POSITIVE,3.187067566,3.119,1037.4,23.88,37.2,5450.0,4.552,0.811,false_positive
9334289,K00934.01,CONFIRMED,5.826657508,2.9183,1539.1,4.09,81.1,5561.0,4.362,1.06,planet_transit
9334289,K00934.02,CONFIRMED,12.41216347,3.739,611.3,2.58,25.6,5561.0,4.362,1.06,planet_transit
9334289,K00934.03,CONFIRMED,18.74649011,3.895,796.8,3.05,26.7,5561.0,4.362,1.06,planet_transit
9347899,K00935.01,CONFIRMED,20.86021229,5.1937,1910.5,5.5,117.0,6035.0,4.22,1.257,planet_transit
9347899,K00935.02,CONFIRMED,42.63427848,6.1998,1719.3,5.22,78.7,6035.0,4.22,1.257,planet_transit
9347899,K00935.03,CONFIRMED,87.6476068,8.871,1009.6,4.0,37.5,6035.0,4.22,1.257,planet_transit
9388479,K00936.01,CONFIRMED,9.467821474,2.4327,2237.0,2.13,124.7,3582.0,4.807,0.458,planet_transit
9388479,K00936.02,CONFIRMED,0.893040969,1.0981,741.7,1.24,87.8,3582.0,4.807,0.458,planet_transit
11359879,K00128.01,CONFIRMED,4.942783419,3.25346,11144.7,10.62,2040.7,5514.0,4.459,0.978,planet_transit
9406990,K00937.01,CONFIRMED,20.83426731,4.0454,988.4,2.74,45.1,5537.0,4.549,0.88,planet_transit
9415172,K00938.01,CONFIRMED,9.94602357,3.3862,994.5,3.12,51.0,5344.0,4.365,1.013,planet_transit
9415172,K00938.02,CONFIRMED,1.04562195,1.8955,213.0,1.45,25.3,5344.0,4.365,1.013,planet_transit
9415172,K00938.03,CONFIRMED,5.71462396,2.336,297.8,1.78,16.7,5344.0,4.365,1.013,planet_transit
9904059,K00145.01,FALSE POSITIVE,102.9641952,15.735,1896.7,39.0,86.1,5047.0,3.066,7.119,false_positive
3231341,K01102.02,CONFIRMED,8.14515981,5.073,446.8,3.43,32.2,5896.0,4.197,1.24,planet_transit
3231341,K01102.03,CONFIRMED,18.9985279,4.529,430.7,43.17,16.9,5896.0,4.197,1.24,planet_transit
3231341,K01102.04,CONFIRMED,4.24439049,3.282,174.0,2.07,15.1,5896.0,4.197,1.24,planet_transit
7626506,K00150.02,CONFIRMED,28.5742692,4.9427,824.9,2.32,97.1,5551.0,4.508,0.812,planet_transit
10482160,K01170.01,CONFIRMED,7.34373964,1.1784,574.4,1.84,32.2,5757.0,4.597,0.762,planet_transit
10485069,K01171.01,FALSE POSITIVE,0.445277068,3.539,186.7,35.74,28.9,6167.0,4.444,1.064,false_positive
3233043,K00966.01,FALSE POSITIVE,0.379463865,0.86896,1973.3,59.56,458.6,5075.0,3.892,1.783,false_positive
6579806,K00967.01,FALSE POSITIVE,9.88047978,2.78458,18541.0,23.6,534.5,6113.0,4.512,0.917,false_positive
3560301,K00968.01,FALSE POSITIVE,4.6484156,38.1939,128.4,5.06,91.7,6980.0,3.577,3.482,false_positive
4044005,K00969.01,FALSE POSITIVE,17.512014768,1.8248,4511.7,13.66,322.3,6224.0,4.33,1.132,false_positive
5802246,K01044.01,FALSE POSITIVE,0.525154153,2.1441,747.5,23.61,116.1,5582.0,4.497,0.846,false_positive
6066403,K01045.01,FALSE POSITIVE,1.303861044,4.0541,598.2,27.85,140.6,5758.0,4.475,0.902,false_positive
5988031,K01047.01,FALSE POSITIVE,2.55549176,9.083,113.8,23.35,24.3,5948.0,4.508,0.901,false_positive
7684873,K00014.01,FALSE POSITIVE,2.947376671,2.0911,433.2,403.59,62.3,8090.0,4.002,2.234,false_positive
8559644,K00139.01,CONFIRMED,224.7789355,11.1899,3487.5,7.67,235.7,5873.0,4.293,1.235,planet_transit
2851100,K01104.01,FALSE POSITIVE,0.890110752,0.8774,321.5,1.25,19.6,4768.0,4.628,0.711,false_positive
3130300,K01105.01,FALSE POSITIVE,5.76573396,2.924,248.0,7.47,22.2,5772.0,3.364,4.434,false_positive
3240158,K01106.01,CONFIRMED,7.42608123,3.6379,443.3,2.47,37.5,6049.0,4.353,1.176,planet_transit
3240158,K01106.02,CONFIRMED,15.9868932,4.158,178.5,1.62,10.9,6049.0,4.353,1.176,planet_transit
3228959,K01107.01,FALSE POSITIVE,0.73094589,4.32,250.2,17.12,37.5,5901.0,4.553,0.848,false_positive
3218908,K01108.01,CONFIRMED,18.92537246,3.9835,640.9,13.92,41.0,4941.0,3.317,4.885,planet_transit
10341913,K01172.01,FALSE POSITIVE,0.933749106,4.256,186.2,3.22,136.3,6215.0,3.849,2.188,false_positive
10480921,K01173.01,FALSE POSITIVE,2.037440623,3.442,118.6,1.19,27.0,6253.0,4.415,1.015,false_positive
10350571,K01175.01,CONFIRMED,31.5925809,13.566,145.1,1.78,25.5,5676.0,4.1,1.487,planet_transit
10350571,K01175.02,CONFIRMED,17.157236,11.284,110.4,1.55,23.6,5676.0,4.1,1.487,planet_transit
3749365,K01176.01,CONFIRMED,1.97376085,1.82542,30222.4,8.78,1252.5,3807.0,4.762,0.503,planet_transit
11013201,K00972.01,CONFIRMED,13.118962443,4.3045,372.2,8.25,267.4,7221.0,3.488,4.24,planet_transit
11673674,K00133.01,FALSE POSITIVE,4.618767792,5.9957,4399.1,7.48,270.1,6013.0,4.381,1.033,false_positive
3632418,K00975.01,CONFIRMED,2.785821236,3.5599,68.9,1.69,53.6,6202.0,4.026,1.733,planet_transit
3441784,K00976.01,FALSE POSITIVE,52.56901867,6.7507,26900.0,78.54,184.3,7240.0,4.178,1.717,false_positive
5820218,K01048.01,FALSE POSITIVE,3.411758679,3.158,570.6,14.71,35.6,3995.0,4.71,0.561,false_positive
5876368,K01049.01,FALSE POSITIVE,0.525426427,1.0801,324.6,1.45,63.6,5791.0,4.575,0.802,false_positive
5809890,K01050.01,CONFIRMED,1.269091415,1.4647,340.9,1.41,73.5,5041.0,4.576,0.766,planet_transit
5809890,K01050.02,CONFIRMED,2.853133997,1.465,277.1,1.36,39.7,5041.0,4.576,0.766,planet_transit
6131236,K01051.01,CONFIRMED,6.79685353,3.1702,393.1,2.01,29.8,6061.0,4.486,0.97,planet_transit
9048161,K00146.01,FALSE POSITIVE,8.667822346,4.9658,2121.9,67.37,187.6,6266.0,3.923,1.889,false_positive
3218908,K01108.02,CONFIRMED,1.475323222,2.3155,154.9,5.88,27.2,4941.0,3.317,4.885,planet_transit
3218908,K01108.03,CONFIRMED,4.15246118,2.5755,223.4,7.62,24.5,4941.0,3.317,4.885,planet_transit
2837111,K01110.01,CONFIRMED,8.7348852,4.49,270.7,1.59,24.8,5982.0,4.493,0.96,planet_transit
3120276,K01111.01,FALSE POSITIVE,10.26547688,3.733,399.6,1.81,20.1,5699.0,4.553,0.853,false_positive
3547091,K01177.01,FALSE POSITIVE,3.305577989,2.5903,17971.0,25.89,39.6,5534.0,4.629,0.707,false_positive
3869825,K01178.01,FALSE POSITIVE,4.800653901,9.0419,15304.4,16.91,298.0,6715.0,4.347,1.241,false_positive
3655332,K01179.01,FALSE POSITIVE,15.06649901,5.9885,36348.0,56.44,154.6,5751.0,4.028,1.626,false_positive
4042026,K01180.01,FALSE POSITIVE,34.82008158,11.1711,18847.8,11.36,882.6,5114.0,4.522,0.784,false_positive
3344419,K01181.01,FALSE POSITIVE,0.651784374,2.0141,2779.3,33.65,195.2,5555.0,4.375,1.061,false_positive
11192141,K00977.01,FALSE POSITIVE,1.353771892,7.012,1349.1,430.99,76.7,4283.0,2.012,15.76,false_positive
11494130,K00978.01,FALSE POSITIVE,18.95491633,24.249,867.5,71.39,249.3,6362.0,3.761,2.534,false_positive
5648449,K00979.01,FALSE POSITIVE,4.348866254,3.2797,625.6,2436.69,56.3,3598.0,0.65,101.451,false_positive
12167361,K00980.01,FALSE POSITIVE,47.93094546,2.6897,2144.4,68.02,221.1,8214.0,4.104,1.938,false_positive
8607720,K00981.01,FALSE POSITIVE,3.99751422,3.686,32.8,2.98,6.1,5066.0,3.122,5.324,false_positive
1433962,K00982.01,FALSE POSITIVE,1.592633181,5.5605,633.1,1.56,66.9,4506.0,4.626,0.651,false_positive
9032900,K00134.01,CONFIRMED,67.5923754,12.249,4158.1,12.1,60.9,6038.0,4.082,1.744,planet_transit
5956342,K01052.01,CONFIRMED,17.02902786,4.645,568.9,2.54,29.8,5839.0,4.327,1.067,planet_transit
5956342,K01052.02,CONFIRMED,6.84619236,3.529,246.8,1.67,17.7,5839.0,4.327,1.067,planet_transit
5956342,K01052.03,CONFIRMED,67.8321638,7.358,507.8,2.39,15.5,5839.0,4.327,1.067,planet_transit
5956342,K01052.04,CONFIRMED,43.1312147,3.198,447.8,2.39,11.8,5839.0,4.327,1.067,planet_transit
5956656,K01053.01,CONFIRMED,1.224866441,1.7086,196.0,1.54,21.1,5553.0,4.32,1.107,planet_transit
3109930,K01112.01,CONFIRMED,37.8102649,8.733,570.3,2.33,35.2,6085.0,4.451,0.973,planet_transit
2854914,K01113.01,CONFIRMED,25.93406406,4.6142,414.5,2.48,42.2,5952.0,4.287,1.225,planet_transit
2854914,K01113.02,CONFIRMED,83.4463485,6.536,503.0,2.73,36.1,5952.0,4.287,1.225,planet_transit
3337425,K01114.01,FALSE POSITIVE,7.04710032,2.926,400.9,25.2,24.0,5766.0,4.363,1.068,false_positive
3116412,K01115.01,CONFIRMED,12.99204853,6.0175,270.6,2.03,38.7,5765.0,4.236,1.242,planet_transit
3865567,K01182.01,FALSE POSITIVE,11.11620211,4.211,4843.9,8.96,115.3,6122.0,4.471,0.996,false_positive
3544689,K01183.01,FALSE POSITIVE,1.922861499,3.5734,1916.2,5.09,103.4,5778.0,4.531,0.911,false_positive
4037164,K01184.01,FALSE POSITIVE,0.635445336,1.8592,2547.4,19.0,182.2,3920.0,4.7,0.55,false_positive
3443790,K01185.01,FALSE POSITIVE,1.665784138,1.8946,2006.2,97.27,148.0,6261.0,3.686,2.789,false_positive
3966912,K01186.01,FALSE POSITIVE,55.6639167,23.546,3414.4,34.14,103.4,5587.0,4.528,0.853,false_positive
8394721,K00152.01,CONFIRMED,52.09081627,8.6388,2894.1,7.14,243.5,6198.0,4.237,1.324,planet_transit
11607193,K00983.01,FALSE POSITIVE,7.1548608,7.694,780.4,7.41,24.2,7443.0,4.166,1.739,false_positive
1161345,K00984.01,CONFIRMED,4.28746668,1.5693,790.1,2.29,19.4,5296.0,4.576,0.815,planet_transit
10227501,K00985.01,FALSE POSITIVE,2.002779769,2.231,260.5,1.42,22.2,5346.0,4.44,0.892,false_positive
2854698,K00986.01,CONFIRMED,8.18739443,3.0472,517.6,1.92,38.4,5251.0,4.494,0.849,planet_transit
2854698,K00986.02,CONFIRMED,76.0498163,7.158,445.9,1.75,17.4,5251.0,4.494,0.849,planet_transit
8559644,K00139.02,CONFIRMED,3.341799486,2.9254,178.2,1.67,48.8,5873.0,4.293,1.235,planet_transit
6032981,K01054.01,FALSE POSITIVE,3.3226948,3.568,78.7,15.33,8.6,5234.0,2.41,16.959,false_positive
5866099,K01055.01,FALSE POSITIVE,36.97708808,4.737,1269.9,38.6,59.2,5589.0,4.193,1.239,false_positive
5964985,K01056.01,FALSE POSITIVE,1.851409163,10.232,232.5,20.42,54.4,7117.0,4.176,1.469,false_positive
6066416,K01057.01,FALSE POSITIVE,1.303859704,2.8239,36.7,0.98,34.7,6802.0,4.103,1.521,false_positive
1996679,K00147.01,FALSE POSITIVE,145.5624926,5.4126,2931.6,40.15,58.1,6148.0,4.346,1.095,false_positive
2849805,K01116.01,CONFIRMED,3.749105745,1.9826,182.6,1.68,38.0,5751.0,4.447,0.983,planet_transit
3114811,K01117.01,CONFIRMED,11.08956602,6.2877,148.1,3.51,38.9,6353.0,3.698,2.867,planet_transit
3003992,K01119.01,FALSE POSITIVE,7.24476126,2.3145,58.0,0.65,27.2,5370.0,4.494,0.874,false_positive
3554031,K01194.01,CONFIRMED,8.70798309,2.4904,1419.6,2.01,28.1,4362.0,4.722,0.554,planet_transit
3554031,K01194.03,CONFIRMED,4.17634276,2.335,531.5,1.23,14.9,4362.0,4.722,0.554,planet_transit
8394721,K00152.02,CONFIRMED,27.40229859,6.8491,747.5,3.63,79.3,6198.0,4.237,1.324,planet_transit
7295235,K00987.01,CONFIRMED,3.179267286,1.0246,200.9,1.21,41.0,5511.0,4.554,0.857,planet_transit
2302548,K00988.01,CONFIRMED,10.38122447,2.715,801.5,2.18,41.9,5095.0,4.566,0.78,planet_transit
2302548,K00988.02,CONFIRMED,24.5709023,3.587,764.2,2.82,26.3,5095.0,4.566,0.78,planet_transit
10743597,K00989.01,FALSE POSITIVE,81.221876,4.1135,9883.0,16.59,63.0,5619.0,4.536,0.874,false_positive
10743597,K00989.02,FALSE POSITIVE,0.817026268,2.0799,1145.5,2.92,121.1,5619.0,4.536,0.874,false_positive
9818381,K00135.01,CONFIRMED,3.024092505,2.8021,7765.0,12.14,1225.3,6063.0,4.261,1.358,planet_transit
6124941,K01058.01,FALSE POSITIVE,5.670155713,0.9361,536.7,5.85,37.3,3337.0,5.126,0.183,false_positive
6060203,K01059.01,CONFIRMED,1.022678654,1.3712,129.2,1.14,21.6,5366.0,4.363,1.02,planet_transit
5880320,K01060.01,CONFIRMED,12.10968709,6.3461,284.7,2.98,33.4,6021.0,4.093,1.458,planet_transit
5880320,K01060.02,CONFIRMED,4.75796103,4.66,124.5,1.7,20.9,6021.0,4.093,1.458,planet_transit
5880320,K01060.03,CONFIRMED,20.4972755,8.536,242.9,2.96,22.8,6021.0,4.093,1.458,planet_transit
3003992,K01119.02,FALSE POSITIVE,13.55480534,2.288,48.3,0.62,16.5,5370.0,4.494,0.874,false_positive
6307537,K01120.01,FALSE POSITIVE,29.74454668,23.2842,66894.0,20.06,765.0,4889.0,4.569,0.788,false_positive
6359798,K01121.01,FALSE POSITIVE,14.15402428,4.47001,61625.1,53.25,930.3,5850.0,4.404,1.037,false_positive
6311681,K01122.01,FALSE POSITIVE,0.844786082,3.5289,2468.5,35.27,245.6,5705.0,4.452,0.915,false_positive
6365321,K01123.01,FALSE POSITIVE,0.848483947,1.4451,1907.4,32.11,185.0,5941.0,4.504,0.936,false_positive
6301035,K01124.01,FALSE POSITIVE,11.99097576,5.7401,2124.3,37.47,102.8,6110.0,4.352,1.072,false_positive
3859079,K01199.01,CONFIRMED,53.5292702,5.668,1086.1,2.28,34.5,4736.0,4.624,0.708,planet_transit
3557493,K01200.01,FALSE POSITIVE,0.393726813,2.95,564.6,24.17,64.8,6277.0,4.449,1.031,false_positive
4061149,K01201.01,CONFIRMED,2.757584622,0.9267,563.1,1.01,19.6,3683.0,4.84,0.424,planet_transit
3444588,K01202.01,CONFIRMED,0.928310036,1.1899,376.2,1.16,22.6,4109.0,4.672,0.602,planet_transit
8394721,K00152.03,CONFIRMED,13.48457668,5.0197,653.5,3.39,80.8,6198.0,4.237,1.324,planet_transit
3962243,K01203.01,CONFIRMED,31.8841473,6.122,910.0,3.7,25.3,5779.0,4.477,0.974,planet_transit
10015516,K00990.01,FALSE POSITIVE,67.69213907,51.349,25457.2,175.98,1328.2,5355.0,2.754,10.703,false_positive
10154388,K00991.01,CONFIRMED,12.06222962,2.0584,300.2,1.62,32.4,5547.0,4.451,0.933,planet_transit
1432789,K00992.01,CONFIRMED,9.93146307,5.678,398.6,2.41,26.2,5782.0,4.28,1.22,planet_transit
1718189,K00993.01,CONFIRMED,21.85362905,3.439,355.6,1.75,23.0,5830.0,4.54,0.876,planet_transit
5880320,K01060.04,CONFIRMED,8.19345065,5.234,115.4,1.74,15.7,6021.0,4.093,1.458,planet_transit
5130369,K00140.01,FALSE POSITIVE,19.97867,10.168,944.3,6.85,86.2,9651.0,4.229,1.895,false_positive
6037187,K01061.01,CONFIRMED,41.8059544,6.057,434.4,2.02,28.3,5907.0,4.445,0.973,planet_transit
6147122,K01062.01,FALSE POSITIVE,15.45158184,2.406,85.3,2.02,21.0,7839.0,4.08,2.069,false_positive
8257407,K01063.01,FALSE POSITIVE,89.698168533,5.5418,273106.0,102.08,3420.3,6214.0,4.021,1.583,false_positive
8218274,K01064.01,FALSE POSITIVE,1.187352427,4.999,20703.0,67.35,717.4,6424.0,4.186,1.489,false_positive
3964562,K00015.01,FALSE POSITIVE,3.012476582,3.1424,1138.5,65.25,253.4,8601.0,4.137,2.031,false_positive
5735762,K00148.01,CONFIRMED,4.77800306,2.7361,473.0,1.85,115.4,5192.0,4.489,0.873,planet_transit
6292162,K01125.01,FALSE POSITIVE,7.814839231,3.0122,2010.3,5.33,100.0,5887.0,4.499,0.931,false_positive
6307521,K01126.01,FALSE POSITIVE,29.7452499,22.695,778.9,3.6,55.9,5334.0,4.372,1.004,false_positive
6359320,K01127.01,CONFIRMED,5.32667299,3.4045,611.4,2.26,34.1,5831.0,4.517,0.921,planet_transit
3848972,K01187.01,FALSE POSITIVE,0.741057213,1.05299,1996.3,26.67,251.9,5496.0,4.592,0.776,false_positive
3860441,K01188.01,FALSE POSITIVE,2.988085455,3.68,802.8,21.81,48.2,5497.0,4.577,0.809,false_positive
3765771,K01189.01,FALSE POSITIVE,2.783883492,2.4546,903.9,67.17,86.1,6028.0,3.835,2.147,false_positive
3557341,K01190.01,FALSE POSITIVE,0.393727296,3.02,903.5,23.05,82.4,5628.0,4.575,0.808,false_positive
3859628,K01191.01,CONFIRMED,8.17242644,3.902,864.3,3.29,37.0,5705.0,4.499,0.905,planet_transit
1718189,K00993.02,CONFIRMED,13.0607936,3.215,236.6,1.45,19.4,5830.0,4.54,0.876,planet_transit
3858949,K00995.01,FALSE POSITIVE,25.9518461,14.581,1058.5,22.32,65.8,5372.0,4.584,0.796,false_positive
3858824,K00996.01,FALSE POSITIVE,25.9518536,14.755,2017.9,24.6,79.4,5198.0,4.604,0.742,false_positive
2157247,K00997.01,FALSE POSITIVE,5.68628739,17.573,5559.7,4.5,414.4,6052.0,4.442,0.956,false_positive
7601633,K00136.01,FALSE POSITIVE,15.663886949,2.4775,5144.4,27.36,175.9,5996.0,3.901,2.221,false_positive
8242681,K01065.01,FALSE POSITIVE,4.020628573,4.4085,20901.0,16.94,282.6,6210.0,4.45,1.033,false_positive
8246781,K01067.01,FALSE POSITIVE,185.02288222,4.87326,43546.7,49.82,938.2,6025.0,4.237,1.367,false_positive
8264070,K01068.01,FALSE POSITIVE,2.897432135,3.1793,1223.7,14.35,73.9,5970.0,3.619,2.994,false_positive
8222813,K01069.01,CONFIRMED,8.70420525,2.9385,1074.9,2.86,74.0,5074.0,4.474,0.863,planet_transit
6359320,K01127.02,CONFIRMED,8.1280933,3.727,224.1,1.39,10.7,5831.0,4.517,0.921,planet_transit
6362874,K01128.01,CONFIRMED,0.974868896,1.6191,197.6,1.16,82.6,5487.0,4.563,0.832,planet_transit
6272413,K01129.01,CONFIRMED,4.89721006,1.812,274.4,1.48,16.9,5093.0,4.483,0.847,planet_transit
8279765,K01130.01,FALSE POSITIVE,2.757794163,2.7644,39043.0,20.05,349.2,5747.0,4.514,0.891,false_positive
8330548,K01132.01,FALSE POSITIVE,1.914158508,3.2917,7829.2,13.63,124.6,6289.0,4.407,1.118,false_positive
3348082,K01196.01,FALSE POSITIVE,3.98216698,2.396,381.3,3.32,27.1,5570.0,4.066,1.548,false_positive
3853673,K01197.01,FALSE POSITIVE,0.643794198,1.5662,456.7,19.51,53.7,5958.0,4.561,0.83,false_positive
3447722,K01198.01,CONFIRMED,16.08832318,5.731,597.8,3.42,31.3,6157.0,4.224,1.33,planet_transit
3447722,K01198.02,CONFIRMED,10.30067919,4.885,271.8,2.2,16.4,6157.0,4.224,1.33,planet_transit
3447722,K01198.03,CONFIRMED,35.6757453,7.381,471.2,3.02,18.5,6157.0,4.224,1.33,planet_transit
1432214,K00998.01,FALSE POSITIVE,161.78832712,5.31,87750.0,36.14,704.5,6018.0,4.327,1.212,false_positive
2165002,K00999.01,CONFIRMED,16.56806842,4.2647,1331.4,2.54,41.9,4987.0,4.602,0.716,planet_transit
2165002,K00999.02,CONFIRMED,47.3329299,2.708,931.5,2.18,14.0,4987.0,4.602,0.716,planet_transit
2441728,K01000.01,FALSE POSITIVE,0.856895349,1.3078,82.2,0.82,33.1,6021.0,4.537,0.873,false_positive
1871056,K01001.01,CONFIRMED,40.8065333,13.135,313.9,3.71,54.8,6207.0,3.963,2.097,planet_transit
8222813,K01069.02,CONFIRMED,2.46697039,1.6345,308.7,1.56,29.5,5074.0,4.474,0.863,planet_transit
8240904,K01070.01,CONFIRMED,6.61836309,3.6813,549.1,2.98,31.5,5529.0,4.19,1.294,planet_transit
8240904,K01070.02,CONFIRMED,107.7214092,8.042,1396.2,4.75,30.5,5529.0,4.19,1.294,planet_transit
8374494,K01133.01,FALSE POSITIVE,5.251916208,4.9095,10624.3,37.15,146.3,5542.0,4.52,0.872,false_positive
5735762,K00148.02,CONFIRMED,9.673958488,3.2641,952.7,2.63,178.0,5192.0,4.489,0.873,planet_transit
8414907,K01134.01,FALSE POSITIVE,100.3039228,8.702,5450.0,29.55,63.2,5055.0,4.566,0.772,false_positive
8397446,K01135.01,FALSE POSITIVE,0.986620248,3.9722,1345.8,43.98,117.7,6243.0,4.176,1.385,false_positive
3962243,K01203.02,CONFIRMED,14.12847677,3.685,628.7,2.73,23.0,5779.0,4.477,0.974,planet_transit
3962243,K01203.03,CONFIRMED,48.6478543,5.464,641.8,4.14,12.2,5779.0,4.477,0.974,planet_transit
